timestamp,packetLength,info,networkInterface.sourceMAC, networkInterface.destinationMAC,internet.sourceIP,internet.destinationIP,internet.protocol,TCP.sourcePort,TCP.destinationPort,TCP.flags,TCP.calculatedWindowSize,UDP.sourcePort,UDP.destinationPort,MQTT.flags,MQTT.message,MQTT.topic,MQTT.messageLength,MQTT.frameCounter
1517689460372375,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,110.835743932,fakeSensor2/sound,32,1
1517689460372414,66,1883  >  52588 [ACK] Seq=37 Ack=29551 Win=227 Len=0 TSval=1194628 TSecr=1407909,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689460417674,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,82.317856768,fakeSensor3/sound,31,1
1517689460417697,66,1883  >  59662 [ACK] Seq=37 Ack=30371 Win=227 Len=0 TSval=1194640 TSecr=1077400,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689461443611,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,66.7474114815,fakeSensor3/sound,32,1
1517689461443650,66,1883  >  59662 [ACK] Seq=37 Ack=30405 Win=227 Len=0 TSval=1194896 TSecr=1077657,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689461825543,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,33.9036577422,fakeSensor2/sound,32,1
1517689461825561,66,1883  >  52588 [ACK] Seq=37 Ack=29585 Win=227 Len=0 TSval=1194992 TSecr=1408272,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689462465399,42,Who has 192.168.1.7? Tell 192.168.1.5,08:00:27:53:41:85,08:00:27:71:f1:05,PcsCompu_53:41:85,PcsCompu_71:f1:05,ARP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1517689462465663,60,192.168.1.7 is at 08:00:27:71:f1:05,08:00:27:71:f1:05,08:00:27:53:41:85,PcsCompu_71:f1:05,PcsCompu_53:41:85,ARP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1517689463034752,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,114.810059819,fakeSensor3/sound,32,1
1517689463034777,66,1883  >  59662 [ACK] Seq=37 Ack=30439 Win=227 Len=0 TSval=1195294 TSecr=1078055,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689463363780,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,61.6027339699,fakeSensor2/sound,32,1
1517689463363810,66,1883  >  52588 [ACK] Seq=37 Ack=29619 Win=227 Len=0 TSval=1195376 TSecr=1408657,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689463756325,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,25.938577417,fakeSensor3/sound,31,1
1517689463756359,66,1883  >  59662 [ACK] Seq=37 Ack=30472 Win=227 Len=0 TSval=1195474 TSecr=1078235,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689464816242,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,108.771045756,fakeSensor3/sound,32,1
1517689464816273,66,1883  >  59662 [ACK] Seq=37 Ack=30506 Win=227 Len=0 TSval=1195739 TSecr=1078500,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689464875925,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,47.8058676953,fakeSensor2/sound,32,1
1517689464875956,66,1883  >  52588 [ACK] Seq=37 Ack=29653 Win=227 Len=0 TSval=1195754 TSecr=1409035,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689465487589,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,44.1194014947,fakeSensor3/sound,32,1
1517689465487626,66,1883  >  59662 [ACK] Seq=37 Ack=30540 Win=227 Len=0 TSval=1195907 TSecr=1078668,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689465578066,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,70.8545625259,fakeSensor2/sound,32,1
1517689465578091,66,1883  >  52588 [ACK] Seq=37 Ack=29687 Win=227 Len=0 TSval=1195930 TSecr=1409210,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689466273358,99,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,45.053699586,fakeSensor2/sound,31,1
1517689466273385,66,1883  >  52588 [ACK] Seq=37 Ack=29720 Win=227 Len=0 TSval=1196104 TSecr=1409384,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689466903598,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,80.6503494153,fakeSensor2/sound,32,1
1517689466903615,66,1883  >  52588 [ACK] Seq=37 Ack=29754 Win=227 Len=0 TSval=1196261 TSecr=1409542,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689467336099,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,117.452271504,fakeSensor3/sound,32,1
1517689467336132,66,1883  >  59662 [ACK] Seq=37 Ack=30574 Win=227 Len=0 TSval=1196369 TSecr=1079124,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689467468130,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,97.5864333746,fakeSensor2/sound,32,1
1517689467468155,66,1883  >  52588 [ACK] Seq=37 Ack=29788 Win=227 Len=0 TSval=1196402 TSecr=1409683,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689468150508,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,77.6293302314,fakeSensor2/sound,32,1
1517689468150527,66,1883  >  52588 [ACK] Seq=37 Ack=29822 Win=227 Len=0 TSval=1196573 TSecr=1409853,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689468486279,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,69.9780488096,fakeSensor3/sound,32,1
1517689468486315,66,1883  >  59662 [ACK] Seq=37 Ack=30608 Win=227 Len=0 TSval=1196657 TSecr=1079418,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689468939566,107,Standard query,08:00:27:0e:06:81,33:33:00:00:00:fb,fe80::c476:d1c6:ddb8:ce2a,ff02::fb,MDNS,5353,5353,-1,-1,-1,-1,-1,-1,-1,-1,1
1517689469122827,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,91.8240232562,fakeSensor3/sound,32,1
1517689469122867,66,1883  >  59662 [ACK] Seq=37 Ack=30642 Win=227 Len=0 TSval=1196816 TSecr=1079577,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689469496307,99,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,68.763838042,fakeSensor2/sound,31,1
1517689469496342,66,1883  >  52588 [ACK] Seq=37 Ack=29855 Win=227 Len=0 TSval=1196909 TSecr=1410190,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689470354910,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,92.4093946161,fakeSensor3/sound,32,1
1517689470354938,66,1883  >  59662 [ACK] Seq=37 Ack=30676 Win=227 Len=0 TSval=1197124 TSecr=1079885,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689470978801,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,23.2186466688,fakeSensor2/sound,32,1
1517689470978841,66,1883  >  52588 [ACK] Seq=37 Ack=29889 Win=227 Len=0 TSval=1197280 TSecr=1410560,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689472127613,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,50.2481270749,fakeSensor3/sound,32,1
1517689472127632,66,1883  >  59662 [ACK] Seq=37 Ack=30710 Win=227 Len=0 TSval=1197567 TSecr=1080328,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689472764606,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,66.926520208,fakeSensor3/sound,31,1
1517689472764642,66,1883  >  59662 [ACK] Seq=37 Ack=30743 Win=227 Len=0 TSval=1197726 TSecr=1080487,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689472771620,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,93.3865944958,fakeSensor2/sound,32,1
1517689472771648,66,1883  >  52588 [ACK] Seq=37 Ack=29923 Win=227 Len=0 TSval=1197728 TSecr=1411008,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689473276260,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,83.3095244243,fakeSensor3/sound,32,1
1517689473276297,66,1883  >  59662 [ACK] Seq=37 Ack=30777 Win=227 Len=0 TSval=1197854 TSecr=1080615,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689473958796,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,36.4319720249,fakeSensor3/sound,32,1
1517689473958821,66,1883  >  59662 [ACK] Seq=37 Ack=30811 Win=227 Len=0 TSval=1198025 TSecr=1080786,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689474368765,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,90.7380187804,fakeSensor2/sound,32,1
1517689474368798,66,1883  >  52588 [ACK] Seq=37 Ack=29957 Win=227 Len=0 TSval=1198127 TSecr=1411408,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689475166613,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,22.336439353,fakeSensor3/sound,31,1
1517689475166646,66,1883  >  59662 [ACK] Seq=37 Ack=30844 Win=227 Len=0 TSval=1198327 TSecr=1081088,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689475576441,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,117.366925415,fakeSensor2/sound,32,1
1517689475576462,66,1883  >  52588 [ACK] Seq=37 Ack=29991 Win=227 Len=0 TSval=1198429 TSecr=1411710,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689476124023,99,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,93.228355004,fakeSensor3/sound,31,1
1517689476124071,66,1883  >  59662 [ACK] Seq=37 Ack=30877 Win=227 Len=0 TSval=1198566 TSecr=1081327,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689477031577,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,83.0616443589,fakeSensor2/sound,32,1
1517689477031603,66,1883  >  52588 [ACK] Seq=37 Ack=30025 Win=227 Len=0 TSval=1198793 TSecr=1412073,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689477266488,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,110.126926214,fakeSensor3/sound,32,1
1517689477266507,66,1883  >  59662 [ACK] Seq=37 Ack=30911 Win=227 Len=0 TSval=1198852 TSecr=1081613,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689478267736,68,Ping Request,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0xc0,-1,-1,0,1
1517689478267771,66,1883  >  59662 [ACK] Seq=37 Ack=30913 Win=227 Len=0 TSval=1199102 TSecr=1081863,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689478267893,68,Ping Response,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,MQTT,1883,59662,0x018,227,-1,-1,0xd0,-1,-1,0,1
1517689478268001,66,59662  >  1883 [ACK] Seq=30913 Ack=39 Win=229 Len=0 TSval=1081863 TSecr=1199102,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,TCP,59662,1883,0x010,229,-1,-1,-1,-1,-1,-1,1
1517689478465914,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,103.090683048,fakeSensor3/sound,32,1
1517689478505445,66,1883  >  59662 [ACK] Seq=39 Ack=30947 Win=227 Len=0 TSval=1199162 TSecr=1081912,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689478739220,87,Standard query,08:00:27:0e:06:81,01:00:5e:00:00:fb,192.168.1.4,224.0.0.251,MDNS,5353,5353,-1,-1,-1,-1,-1,-1,-1,-1,1
1517689478960132,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,73.3380858148,fakeSensor2/sound,32,1
1517689478960197,66,1883  >  52588 [ACK] Seq=37 Ack=30059 Win=227 Len=0 TSval=1199275 TSecr=1412556,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689480041448,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,105.399031943,fakeSensor3/sound,32,1
1517689480041475,66,1883  >  59662 [ACK] Seq=39 Ack=30981 Win=227 Len=0 TSval=1199546 TSecr=1082306,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689480299147,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,109.226042259,fakeSensor2/sound,32,1
1517689480299169,66,1883  >  52588 [ACK] Seq=37 Ack=30093 Win=227 Len=0 TSval=1199610 TSecr=1412890,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689481786456,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,39.2854893054,fakeSensor3/sound,32,1
1517689481786475,66,1883  >  59662 [ACK] Seq=39 Ack=31015 Win=227 Len=0 TSval=1199982 TSecr=1082743,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689482044087,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,95.0554154724,fakeSensor2/sound,32,1
1517689482044106,66,1883  >  52588 [ACK] Seq=37 Ack=30127 Win=227 Len=0 TSval=1200046 TSecr=1413327,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689483248864,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,89.9016066313,fakeSensor2/sound,32,1
1517689483248904,66,1883  >  52588 [ACK] Seq=37 Ack=30161 Win=227 Len=0 TSval=1200347 TSecr=1413628,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689483675592,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,74.4405119685,fakeSensor3/sound,32,1
1517689483675625,66,1883  >  59662 [ACK] Seq=39 Ack=31049 Win=227 Len=0 TSval=1200454 TSecr=1083215,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689483969357,42,Who has 192.168.1.7? Tell 192.168.1.5,08:00:27:53:41:85,08:00:27:71:f1:05,PcsCompu_53:41:85,PcsCompu_71:f1:05,ARP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1517689483969543,60,192.168.1.7 is at 08:00:27:71:f1:05,08:00:27:71:f1:05,08:00:27:53:41:85,PcsCompu_71:f1:05,PcsCompu_53:41:85,ARP,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
1517689483991336,99,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,57.642566077,fakeSensor2/sound,31,1
1517689483991395,66,1883  >  52588 [ACK] Seq=37 Ack=30194 Win=227 Len=0 TSval=1200533 TSecr=1413813,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689484473790,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,28.7175028862,fakeSensor3/sound,32,1
1517689484473827,66,1883  >  59662 [ACK] Seq=39 Ack=31083 Win=227 Len=0 TSval=1200654 TSecr=1083414,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689484958513,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,72.6335038743,fakeSensor2/sound,32,1
1517689484958536,66,1883  >  52588 [ACK] Seq=37 Ack=30228 Win=227 Len=0 TSval=1200775 TSecr=1414055,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689486316223,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,92.9459531402,fakeSensor3/sound,32,1
1517689486316244,66,1883  >  59662 [ACK] Seq=39 Ack=31117 Win=227 Len=0 TSval=1201114 TSecr=1083875,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689486701444,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,92.5214570362,fakeSensor2/sound,32,1
1517689486701472,66,1883  >  52588 [ACK] Seq=37 Ack=30262 Win=227 Len=0 TSval=1201211 TSecr=1414491,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689487700392,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,78.5231556878,fakeSensor3/sound,32,1
1517689487700417,66,1883  >  59662 [ACK] Seq=39 Ack=31151 Win=227 Len=0 TSval=1201460 TSecr=1084221,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689487868562,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,78.0514401972,fakeSensor2/sound,32,1
1517689487868594,66,1883  >  52588 [ACK] Seq=37 Ack=30296 Win=227 Len=0 TSval=1201502 TSecr=1414783,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689488726098,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,22.6451636957,fakeSensor2/sound,32,1
1517689488726120,66,1883  >  52588 [ACK] Seq=37 Ack=30330 Win=227 Len=0 TSval=1201717 TSecr=1414997,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689488816977,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,86.5882705796,fakeSensor3/sound,32,1
1517689488817030,66,1883  >  59662 [ACK] Seq=39 Ack=31185 Win=227 Len=0 TSval=1201739 TSecr=1084500,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689489618446,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,79.0349741267,fakeSensor2/sound,32,1
1517689489618468,66,1883  >  52588 [ACK] Seq=37 Ack=30364 Win=227 Len=0 TSval=1201940 TSecr=1415220,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689490754123,100,Publish Message,08:00:27:0e:06:81,08:00:27:53:41:85,192.168.1.4,192.168.1.5,MQTT,59662,1883,0x018,229,-1,-1,0x30,66.7845798313,fakeSensor3/sound,32,1
1517689490754145,66,1883  >  59662 [ACK] Seq=39 Ack=31219 Win=227 Len=0 TSval=1202224 TSecr=1084984,08:00:27:53:41:85,08:00:27:0e:06:81,192.168.1.5,192.168.1.4,TCP,1883,59662,0x010,227,-1,-1,-1,-1,-1,-1,1
1517689491518146,100,Publish Message,08:00:27:71:f1:05,08:00:27:53:41:85,192.168.1.7,192.168.1.5,MQTT,52588,1883,0x018,229,-1,-1,0x30,60.2971919258,fakeSensor2/sound,32,1
1517689491518181,66,1883  >  52588 [ACK] Seq=37 Ack=30398 Win=227 Len=0 TSval=1202415 TSecr=1415695,08:00:27:53:41:85,08:00:27:71:f1:05,192.168.1.5,192.168.1.7,TCP,1883,52588,0x010,227,-1,-1,-1,-1,-1,-1,1
